,Bus,Type,V Result,Angle Result,MW Injected,MVAR Injected,Iterations,,Bus,Type,V Result,Angle Result,MW Injected,MVAR Injected,Iterations
0,1.0,3.0,1.03,20.2,691.2849591116751,97.73713704007567,2,,1.0,3.0,1.03,20.2,691.2878876532383,97.74731502225174,9
1,2.0,2.0,1.01,10.857840124185717,699.9998790829163,28.967749072948166,2,,2.0,2.0,1.01,10.857744511237215,700.0107902198641,28.98350669097194,9
2,3.0,2.0,1.03,1.1861704229170869,718.9999203355411,131.97455954810545,2,,3.0,2.0,1.03,1.184937034580404,719.0074127235548,131.9756987644102,9
3,4.0,2.0,1.01,-8.882670517587329,699.9999689567402,96.20621589873264,2,,4.0,2.0,1.01,-8.884082982195519,700.0163101859595,96.20783258194172,9
4,5.0,0.0,1.0203342412205432,13.904796171773363,-0.00013783303629196804,0.0017437827565579794,2,,5.0,0.0,1.020332655872593,13.904759574297671,0.007238055947035546,-0.003422881286962301,9
5,6.0,0.0,1.011836579214762,4.30133057860953,-0.00094868413377162,-0.0002319302965759765,2,,6.0,0.0,1.0118342010695247,4.301116840829097,0.024555803449199963,-0.002434166877347987,9
6,7.0,0.0,1.0213248660592305,-3.449697167821739,-966.9989236194214,-99.99809225731546,2,,7.0,0.0,1.0213216131069784,-3.4502071296112646,-967.0226277360804,-99.99411824018382,9
7,8.0,0.0,1.0095471168705885,-11.46210104480496,0.00022914848735499654,-9.688349445522676e-05,2,,8.0,0.0,1.0095444963359272,-11.463098187423203,0.009236036248775385,0.005955003351923066,9
8,9.0,0.0,1.0025377387636227,-23.60289605031313,-1766.9994552650196,-100.00002257059144,2,,9.0,0.0,1.0025377312236847,-23.604875507318628,-1767.0976782496386,-99.9692871198734,9
9,10.0,0.0,1.000812289345461,-15.511725318395026,-9.301501925348024e-05,-1.6023241507063675e-05,2,,10.0,0.0,1.0008123356572667,-15.513292921852386,0.037410387676632496,0.011128080794574021,9
10,11.0,0.0,1.0153309904286323,-5.394915834819152,-1.3689722580739001e-05,0.0007713845897088526,2,,11.0,0.0,1.0153309462437032,-5.396218392675568,0.011113244417972292,0.002443522696431742,9
